high_school,romanian_grade,county,specialisation,profile_exam_name,profile_exam_grade,optional_exam_name,optional_exam_grade,passed
" COLEGIUL NATIONAL ""ION MINULESCU"" SLATINA",9.9, OT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""MIHAIL SADOVEANU"", PASCANI",10.0, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI",10.0, VN, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.9,True
" COLEGIUL NATIONAL, IASI",9.9, IS, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""ALEXANDRU PAPIU ILARIAN"" TIRGU MURES",10.0, MS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""FERDINAND I"" BACAU",9.9, BC, STIINTE SOCIALE, ISTORIE,10.0, SOCIOLOGIE,10.0,True
 LICEUL TEORETIC Ă˘â‚¬â„˘OVIDIUSĂ˘â‚¬â„˘ CONSTANTA,9.9, CT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL ""HOREA, CLOSCA SI CRISAN"" ABRUD",9.95, AB, INVATATOR - EDUCATOARE, MATEMATICA PED,9.95," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""TUDOR VLADIMIRESCU"" TG-JIU",9.9, GJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""DECEBAL"" DEVA",10.0, HD, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.9,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" ORADEA",10.0, BH, FILOLOGIE, ISTORIE,9.9," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI",10.0, VN, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.9,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",9.9, GL, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""I.L.CARAGIALE""",9.9, B, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""TUDOR VLADIMIRESCU"" TG-JIU",10.0, GJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, FIZICA TEO,9.95,True
" COLEGIUL NATIONAL ""CAROL I"" CRAIOVA",9.9, DJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""STEFAN CEL MARE"", HIRLAU",9.9, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""MOISE NICOARA"" ARAD",9.9, AR, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" LICEUL TEORETIC ""GRIGORE MOISIL"" TULCEA",9.9, TL, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI""",9.9, B, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" LICEUL TEORETIC ""PETRE PANDREA"" BALS",10.0, OT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.9,True
" COLEGIUL NATIONAL BILINGV ""GEORGE COSBUC""",9.9, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.9, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL""",9.9, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",10.0, VL, INVATATOR - EDUCATOARE, MATEMATICA PED,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.9,True
" LICEUL PEDAGOGIC ""CARMEN SYLVA"" MUN.TIMISOARA",10.0, TM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",10.0, GL, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.9,True
" COLEGIUL NATIONAL ""SPIRU HARET"" TG-JIU",9.9, GJ, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",10.0, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.9,True
" COLEGIUL NATIONAL ""GEORGE COSBUC"" NASAUD",10.0, BN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
" COLEGIUL ROMANO-CATOLIC ""SFANTUL IOSIF""",9.9, B, STIINTE SOCIALE, ISTORIE,10.0, FILOSOFIE,10.0,True
" COLEGIUL NATIONAL ""ANASTASESCU"" ROSIORI DE VEDE",10.0, TR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""LIVIU REBREANU"" BISTRITA",10.0, BN, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.9,True
" COLEGIUL NATIONAL ""DECEBAL"" DEVA",9.9, HD, FILOLOGIE, ISTORIE,10.0, FILOSOFIE,10.0,True
" COLEGIUL NATIONAL ""CALISTRAT HOGAS"", MUNICIPIUL PIATRA-NEAMT",9.9, NT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" LICEUL DE ARTE ""REGINA MARIA"" ALBA IULIA",9.9, AB," ARHITECTURA, ARTE AMBIENTALE SI DESIGN", ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""MATEI BASARAB""",9.9, B, STIINTE SOCIALE, ISTORIE,10.0, SOCIOLOGIE,10.0,True
" COLEGIUL NATIONAL ""RADU GRECEANU"" SLATINA",9.9, OT, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""ION LUCA CARAGIALE"", MUNICIPIUL PLOIESTI",10.0, PH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
" LICEUL TEORETIC ""SPIRU HARET"" MOINESTI",10.0, BC, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.9,True
" COLEGIUL NATIONAL ""COSTACHE NEGRUZZI"", IASI",10.0, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.9,True
 COLEGIUL NATIONAL 'ANDREI SAGUNA' BRASOV,9.9, BV, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
" LICEUL TEORETIC ""TUDOR VLADIMIRESCU"" DRAGANESTI-OLT",10.0, OT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",10.0, VL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.9,True
" COLEGIUL NATIONAL ""ALEXANDRU PAPIU ILARIAN"" TIRGU MURES",9.9, MS, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.9, B, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEHNOLOGIC ""C-TIN BRANCUSI""- PESTISANI",9.9, GJ, TEHNICIAN OPERATOR TEHNICA DE CALCUL, MATEMATICA TEHN,10.0, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
" COLEGIUL NATIONAL ""ANDREI MURESANU"" DEJ",9.9, CJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" LICEUL TEORETIC ""MIHAI VITEAZUL"" CARACAL",9.9, OT, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""B. P. HASDEU"" MUNICIPIUL BUZAU",9.9, BZ, STIINTE SOCIALE, ISTORIE,10.0, ECONOMIE,10.0,True
" COLEGIUL NATIONAL ""UNIREA"" FOCSANI",10.0, VN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.85, BC, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" MUNICIPIUL BUZAU",10.0, BZ, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.85,True
" COLEGIUL NATIONAL, IASI",9.95, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.9,True
" COLEGIUL NATIONAL ""STEFAN CEL MARE"" SUCEAVA",10.0, SV, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""UNIREA"" FOCSANI",10.0, VN, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.85,True
" COLEGIUL NATIONAL ""B. P. HASDEU"" MUNICIPIUL BUZAU",10.0, BZ, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.85,True
" COLEGIUL NATIONAL ""RADU GRECEANU"" SLATINA",10.0, OT, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.85," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI",9.85, AG, FILOLOGIE, ISTORIE,10.0, ECONOMIE,10.0,True
" COLEGIUL NATIONAL ""PETRU RARES"", MUNICIPIUL PIATRA-NEAMT",10.0, NT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",9.85, VL, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""CUZA VODA"", MUN. HUSI",9.85, VS, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL MILITAR ""MIHAI VITEAZUL"" ALBA IULIA",9.9, AB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, FIZICA TEO,10.0,True
" LICEUL TEORETIC ""MIHAIL KOGALNICEANU"", MUN. VASLUI",9.9, VS, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.95," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""EMANUIL GOJDU"" ORADEA",10.0, BH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.85,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.85, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.85, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",10.0, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.85,True
" COLEGIUL NATIONAL ""ION MINULESCU"" SLATINA",10.0, OT, FILOLOGIE, ISTORIE,10.0, ECONOMIE,9.85,True
" COLEGIUL NATIONAL ""ALEXANDRU PAPIU ILARIAN"" TIRGU MURES",10.0, MS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.85,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.9, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.85, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE TITEICA""",10.0, MH, FILOLOGIE, ISTORIE,9.85, FILOSOFIE,10.0,True
" COLEGIUL NATIONAL ""B. P. HASDEU"" MUNICIPIUL BUZAU",10.0, BZ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""LUCIAN BLAGA"" SEBES",9.85, AB, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""PETRU RARES"", MUNICIPIUL PIATRA-NEAMT",9.9, NT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.95,True
" COLEGIUL NATIONAL ""ANASTASESCU"" ROSIORI DE VEDE",10.0, TR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""COSTACHE NEGRUZZI"", IASI",10.0, IS, FILOLOGIE, ISTORIE,9.85," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEORETIC ""PAVEL DAN"" CAMPIA TURZII",9.85, CJ, FILOLOGIE, ISTORIE,10.0, SOCIOLOGIE,10.0,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.85, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
 COLEGIUL DE STIINTE ALE NATURII 'EMIL RACOVITA' BRASOV,10.0, BV, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.85,True
" COLEGIUL NATIONAL ""VASILE LUCACIU"" BAIA MARE",10.0, MM, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.85,True
" COLEGIUL NATIONAL ""EMIL BOTTA"" ADJUD",10.0, VN, FILOLOGIE, ISTORIE,9.85," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEORETIC ""BOLYAI FARKAS"" TIRGU MURES",10.0, MS, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" COLEGIUL NATIONAL ""LUCIAN BLAGA"" SEBES",9.9, AB, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, BIOLOGIE VEGETALA SI ANIMALA,9.95,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.85, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""ION MINULESCU"" SLATINA",10.0, OT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.85,True
" COLEGIUL NATIONAL ""FERDINAND I"" BACAU",9.9, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.95,True
" COLEGIUL NATIONAL, IASI",9.85, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.85, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",10.0, VL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"", MUNICIPIUL PLOIESTI",9.8, PH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ANORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL PEDAGOGIC ""STEFAN CEL MARE"" BACAU",9.8, BC, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI",9.8, BT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" SUCEAVA",9.8, SV, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
 COLEGIUL NATIONAL Ă˘â‚¬â„˘MIHAI EMINESCUĂ˘â‚¬â„˘ CONSTANTA,9.8, CT, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""TRAIAN""",10.0, MH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.8,True
" COLEGIUL NATIONAL ""TUDOR VLADIMIRESCU"" TG-JIU",9.8, GJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"" ALEXANDRIA",10.0, TR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
" LICEUL TEORETIC ""MIHAI VITEAZUL"" CARACAL",9.8, OT, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""CORIOLAN BREDICEANU"" MUN.LUGOJ",10.0, TM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" COLEGIUL NATIONAL ""MATEI BASARAB""",10.0, B, FILOLOGIE, ISTORIE,10.0, SOCIOLOGIE,9.8,True
" COLEGIUL NATIONAL ""ZINCA GOLESCU"" PITESTI",9.8, AG, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
" COLEGIUL NATIONAL ""COSTACHE NEGRUZZI"", IASI",9.8, IS, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""ELENA GHIBA BIRTA"" ARAD",9.8, AR, FILOLOGIE, ISTORIE,10.0, SOCIOLOGIE,10.0,True
" COLEGIUL NATIONAL, IASI",9.8, IS, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""DECEBAL"" DEVA",9.8, HD, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""ALEXANDRU ODOBESCU"" PITESTI",10.0, AG, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.8,True
" COLEGIUL NATIONAL PEDAGOGIC ""GHEORGHE LAZAR"" CLUJ-NAPOCA",10.0, CJ, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SLOBOZIA",9.8, IL, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""ROMAN VODA"", MUNICIPIUL ROMAN",9.8, NT, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""DECEBAL"" DEVA",10.0, HD, FILOLOGIE, ISTORIE,9.8, GEOGRAFIE,10.0,True
" LICEUL TEORETIC DE INFORMATICA ""GRIGORE MOISIL"", IASI",9.8, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" LICEUL TEORETIC ""NICOLAE BALCESCU"" CLUJ-NAPOCA",10.0, CJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, INFORMATICA MI PASCAL,10.0,True
 COLEGIUL NATIONAL Ă˘â‚¬â„˘MIRCEA CEL BATRANĂ˘â‚¬â„˘ CONSTANTA,9.8, CT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
 LICEUL TEORETIC ORAS POGOANELE,10.0, BZ, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.8, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""B. P. HASDEU"" MUNICIPIUL BUZAU",9.8, BZ, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
 COLEGIUL NATIONAL Ă˘â‚¬â„˘MIRCEA CEL BATRANĂ˘â‚¬â„˘ CONSTANTA,10.0, CT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.8, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""EMANUIL GOJDU"" ORADEA",10.0, BH, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.8, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""SILVANIA"" ZALAU",9.95, SJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.85,True
" COLEGIUL NATIONAL ""CALISTRAT HOGAS"", MUNICIPIUL PIATRA-NEAMT",10.0, NT, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
 LICEUL TEORETIC INTERNATIONAL DE INFORMATICA BUCURESTI,9.8, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.8, B, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""ION LUCA CARAGIALE"", MUNICIPIUL PLOIESTI",9.8, PH, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI",10.0, VN, STIINTE SOCIALE, ISTORIE,9.8, SOCIOLOGIE,10.0,True
" LICEUL TEORETIC ""NICOLAE IORGA""",10.0, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" ORADEA",10.0, BH, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SLOBOZIA",10.0, IL, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" COLEGIUL NATIONAL ""ROMAN VODA"", MUNICIPIUL ROMAN",9.8, NT, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""MIHAIL KOGALNICEANU"", LOCALITATEA GALATI",9.8, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""IULIA HASDEU""",10.0, B, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" LICEUL TEORETIC ""EUGEN LOVINESCU""",9.8, B, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL DE ARTE PLASTICE ""NICOLAE TONITZA""",9.8, B, ARTE PLASTICE SI DECORATIVE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL Ă˘â‚¬ĹľMIHAI EMINESCU"" SATU MARE",9.9, SM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, INFORMATICA MI C/C++,9.95,True
" COLEGIUL NATIONAL Ă˘â‚¬ĹľTRAIAN LALESCU"" RESITA",10.0, CS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
" COLEGIUL NATIONAL ""FRATII BUZESTI"" CRAIOVA",9.8, DJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"", MUNICIPIUL PLOIESTI",9.8, PH, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SLOBOZIA",10.0, IL, FILOLOGIE, ISTORIE,9.95," LOGICA, ARGUMENTARE SI COMUNICARE",9.85,True
